subID,cue,coherence,threshold,congruent,noise1Frames,signal1Frames,noise2Frames,signal2Frames,RT,rawChoice,forcedChoice,accumulatorDifference,vizDifference
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,0.5,0.52,10,1,75,26,83,448,257,1,1,9.47840051854407,0.326748401243261
3,0.5,0.52,10,1,79,46,78,429,235,0,0,5.35794700895921,3.06923962488436
3,0.5,0.52,10,1,76,27,270,259,397,1,1,4.95264576716392,2.89430885653669
3,0.5,0.52,10,1,85,43,89,415,589,0,0,7.20814499991772,8.80235694072768
3,0.5,0.52,10,1,95,41,102,394,409,1,1,17.1655777432966,3.1009973082277
3,0.5,0.52,10,1,94,23,79,436,487,0,0,13.7015378277308,12.1718662357898
3,0.5,0.52,10,1,75,45,75,437,559,1,1,10.3333847891368,0.14903181460442
3,0.5,0.52,10,1,75,51,75,431,591,0,0,9.64985162761841,0.509123921545031
3,0.5,0.52,10,1,102,38,79,413,383,1,1,0.200360327502421,4.97736954065573
3,0.5,0.52,10,1,78,49,75,430,632,NaN,1,3.59572522665812,1.05074554581631
3,0.5,0.52,10,1,90,29,105,408,632,NaN,1,1.08755215688006,0.906314743964851
3,0.5,0.52,10,1,75,32,96,429,255,1,1,8.31615159023241,0.929947510376367
3,0.5,0.52,10,1,75,23,90,444,632,NaN,0,3.95268396901819,5.1039833506556
3,0.5,0.52,10,1,97,30,77,428,539,1,1,11.1922802815799,0.211633379331666
3,0.5,0.52,10,1,101,50,82,399,237,1,1,7.08693657744431,1.91244693008387
3,0.5,0.52,10,1,84,23,75,450,632,NaN,0,1.5849626927423,1.80205085248462
3,0.5,0.52,10,1,104,23,104,401,347,0,0,6.57915019058724,1.84185837582072
3,0.5,0.52,10,1,84,27,75,446,321,1,1,10.4468849498262,0.0908326817447733
3,0.5,0.52,10,1,81,54,75,422,632,NaN,0,12.1509100862584,6.71392194009438
3,0.5,0.52,10,1,86,26,76,444,365,1,1,7.9787156167279,1.09352437271056
3,0.5,0.52,10,1,80,25,78,449,313,1,1,4.90853926279274,3.46861627197052
3,0.5,0.52,10,1,106,23,85,418,347,1,1,15.429089524482,2.36058353994608
